StatisticalArea2Code,StatisticalArea2Name,PhysicalAddressStreet,MarketSegment,ICPs,GenerationCapacityKilowattsAvg,GenerationCapacityKilowattsSum
314700,Waikuku,ROTTEN ROW,All,3 or less,3.7,
314700,Waikuku,RUDD STREET,All,3 or less,8.0,
314700,Waikuku,SHRIMPTON AVENUE,All,4,6.0,24.0
314700,Waikuku,SMARTS ROAD,All,3 or less,30.9,
314700,Waikuku,STACKWOOD AVENUE,All,3 or less,5.0,
314700,Waikuku,TARA CRESCENT,All,3 or less,4.8,
314700,Waikuku,WAIKUKU BEACH ROAD,All,3 or less,15.0,
314700,Waikuku,WAIORA LANE,All,3 or less,5.0,
314700,Waikuku,WARDS ROAD,All,3 or less,10.0,
314700,Waikuku,WOODFORD AVENUE,All,4,5.3,21.0
314800,Mandeville-Ohoka,ASHERS ROAD,All,3 or less,5.5,
314800,Mandeville-Ohoka,ASHWORTHS ROAD,All,3 or less,50.0,
314800,Mandeville-Ohoka,BAILEYS ROAD,All,3 or less,5.0,
314800,Mandeville-Ohoka,BEAL PLACE,All,3 or less,6.0,
314800,Mandeville-Ohoka,BIELLA PLACE,All,3 or less,10.0,
314800,Mandeville-Ohoka,BIRCHDALE PLACE,All,3 or less,10.5,
314800,Mandeville-Ohoka,BRADLEYS ROAD,All,3 or less,6.3,
314800,Mandeville-Ohoka,BRAEBURN CRESCENT,All,3 or less,7.3,
314800,Mandeville-Ohoka,BRENNAN LANE,All,3 or less,4.2,
314800,Mandeville-Ohoka,CLEAR VIEW LANE,All,3 or less,9.0,
314800,Mandeville-Ohoka,CULLEN AVENUE,All,12,12.3,147.3
314800,Mandeville-Ohoka,DAWSONS ROAD,All,3 or less,5.0,
314800,Mandeville-Ohoka,FULTON LANE,All,3 or less,7.5,
314800,Mandeville-Ohoka,HALLFIELD DRIVE,All,3 or less,4.7,
314800,Mandeville-Ohoka,HAMPTON DRIVE,All,6,11.6,69.5
314800,Mandeville-Ohoka,JACKSONS ROAD,All,5,9.4,46.8
314800,Mandeville-Ohoka,JOY PLACE,All,4,6.8,27.0
314800,Mandeville-Ohoka,KEETLY PLACE,All,5,9.2,46.0
314800,Mandeville-Ohoka,LEYLAND CRESCENT,All,8,7.5,60.1
314800,Mandeville-Ohoka,MAIN DRAIN ROAD,All,3 or less,4.4,
314800,Mandeville-Ohoka,MANDALEA ROAD,All,3 or less,5.0,
314800,Mandeville-Ohoka,MANDEVILLE PARK DRIVE,All,3 or less,5.0,
314800,Mandeville-Ohoka,MANDEVILLE ROAD,All,5,8.4,42.1
314800,Mandeville-Ohoka,MCHUGHS ROAD,All,4,7.2,28.8
314800,Mandeville-Ohoka,MCROBERTS ROAD,All,3 or less,9.3,
314800,Mandeville-Ohoka,MILL ROAD,All,10,9.0,90.0
314800,Mandeville-Ohoka,MILLL ROAD,All,3 or less,12.0,
314800,Mandeville-Ohoka,MODENA PLACE,All,3 or less,4.6,
314800,Mandeville-Ohoka,NO 10 ROAD,All,5,9.9,49.3
314800,Mandeville-Ohoka,NORRIS DRIVE,All,4,11.1,44.3
314800,Mandeville-Ohoka,NORTH EYRE ROAD,All,3 or less,7.0,
314800,Mandeville-Ohoka,OHOKA MEADOWS DRIVE,All,3 or less,7.1,
314800,Mandeville-Ohoka,ORBITER DRIVE,All,3 or less,11.2,
314800,Mandeville-Ohoka,PATTERSONS ROAD,All,5,8.0,40.0
314800,Mandeville-Ohoka,PINEWOOD CLOSE,All,3 or less,15.0,
314800,Mandeville-Ohoka,ROSCREA PLACE,All,3 or less,4.7,
314800,Mandeville-Ohoka,SIENA PLACE,All,3 or less,7.5,
314800,Mandeville-Ohoka,SILLANO PLACE,All,4,7.5,30.0
314800,Mandeville-Ohoka,STONE EYRE PLACE,All,3 or less,7.5,
314800,Mandeville-Ohoka,THRELKELDS ROAD,All,3 or less,12.5,
314800,Mandeville-Ohoka,TRAM ROAD,All,8,692.5,5539.8
314800,Mandeville-Ohoka,TRISTRAM ROAD,All,8,7.0,56.0
314800,Mandeville-Ohoka,TRURO CLOSE,All,4,6.2,24.7
314800,Mandeville-Ohoka,TUPELO PLACE,All,3 or less,11.0,
314800,Mandeville-Ohoka,TWO CHAIN ROAD,All,4,9.3,37.2
314800,Mandeville-Ohoka,VELINO PLACE,All,6,4.8,28.9
314800,Mandeville-Ohoka,VERONA PLACE,All,5,4.5,22.4
314800,Mandeville-Ohoka,VICENZA DRIVE,All,3 or less,8.3,
314800,Mandeville-Ohoka,WARDS ROAD,All,8,8.3,66.0
314800,Mandeville-Ohoka,WARWICK ROAD,All,8,6.8,54.1
314800,Mandeville-Ohoka,WETHERFIELD LANE,All,7,6.6,46.0
314800,Mandeville-Ohoka,WHITES ROAD,All,10,6.8,67.8
314800,Mandeville-Ohoka,WILSON DRIVE,All,3 or less,5.0,
314900,Rangiora South East,CASSINO STREET,All,3 or less,4.8,
314900,Rangiora South East,COTTER LANE,All,3 or less,3.0,
314900,Rangiora South East,DEVLIN AVENUE,All,3 or less,5.0,
314900,Rangiora South East,EAST BELT,All,7,4.9,34.0
314900,Rangiora South East,EL ALAMEIN AVENUE,All,3 or less,3.7,
314900,Rangiora South East,FREYBERG STREET,All,3 or less,3.9,
314900,Rangiora South East,GOODWIN STREET,All,6,4.4,26.4
314900,Rangiora South East,GRASMERE CLOSE,All,3 or less,5.0,
314900,Rangiora South East,GREENFIELD MEWS,All,3 or less,5.4,
314900,Rangiora South East,HARAKEKE WAY,All,3 or less,4.6,
314900,Rangiora South East,HARROW STREET,All,3 or less,5.0,
314900,Rangiora South East,HIGHGATE DRIVE,All,5,5.8,29.2
314900,Rangiora South East,KIPPENBERGER AVENUE,All,5,6.9,34.3
314900,Rangiora South East,KOTARE AVENUE,All,3 or less,5.3,
314900,Rangiora South East,KOURA DRIVE,All,6,4.7,28.2
314900,Rangiora South East,KOWHAI AVENUE,All,3 or less,4.8,
314900,Rangiora South East,MACPHAIL AVENUE,All,11,5.3,57.8
314900,Rangiora South East,NORTHBROOK ROAD,All,5,6.1,30.7
314900,Rangiora South East,OAKGROVE DRIVE,All,3 or less,10.0,
314900,Rangiora South East,OLD FARM PLACE,All,3 or less,5.0,
314900,Rangiora South East,PAPAWAI DRIVE,All,3 or less,5.6,
314900,Rangiora South East,PEAR TREE LANE,All,3 or less,5.0,
314900,Rangiora South East,PETER PLACE,All,3 or less,4.3,
314900,Rangiora South East,PUKEKO PLACE,All,3 or less,1.4,
314900,Rangiora South East,REEVES ROAD,All,3 or less,5.0,
314900,Rangiora South East,SPRING LANE,All,3 or less,5.0,
314900,Rangiora South East,SPRINGBROOK CLOSE,All,5,4.7,23.7
314900,Rangiora South East,TRIPOLI STREET,All,3 or less,2.7,
314900,Rangiora South East,TUTTON MEWS,All,3 or less,5.0,
314900,Rangiora South East,WATKINS DRIVE,All,12,5.8,69.6
315000,Southbrook,BUCKLEYS ROAD,All,3 or less,6.5,
315000,Southbrook,CORONATION STREET,All,4,4.3,17.2
315000,Southbrook,COUNTRY LANE,All,3 or less,5.0,
315000,Southbrook,DENCHS ROAD,All,3 or less,33.0,
315000,Southbrook,FERNSIDE ROAD,All,4,78.3,313.0
315000,Southbrook,FLAXTON ROAD,All,3 or less,3.5,
315000,Southbrook,HIGHFIELD LANE,All,3 or less,5.5,
315000,Southbrook,KINGSFORD SMITH DRIVE,All,3 or less,17.5,
315000,Southbrook,LINESIDE ROAD,All,3 or less,35.8,
315000,Southbrook,MARSHALL STREET,All,3 or less,3.1,
315000,Southbrook,PEARSON LANE,All,3 or less,4.0,
315000,Southbrook,RAILWAY ROAD,All,3 or less,4.6,
315000,Southbrook,RAYMOND ORR MEADOWS,All,3 or less,5.0,
315000,Southbrook,SOUTH BELT,All,3 or less,7.3,
315000,Southbrook,SOUTHBROOK ROAD,All,3 or less,3.0,
315100,Swannanoa-Eyreton,BURGESSES ROAD,All,3 or less,8.0,
315100,Swannanoa-Eyreton,CHILTONS ROAD,All,3 or less,4.0,
315100,Swannanoa-Eyreton,CLOTHIERS ROAD,All,6,6.2,37.2
315100,Swannanoa-Eyreton,HEYWARDS ROAD,All,3 or less,2.0,
315100,Swannanoa-Eyreton,LONG VIEW LANE,All,3 or less,10.0,
315100,Swannanoa-Eyreton,MANDEVILLE ROAD,All,5,7.9,39.7
315100,Swannanoa-Eyreton,MOFFATTS ROAD,All,3 or less,18.0,
315100,Swannanoa-Eyreton,NORTH EYRE ROAD,All,3 or less,7.0,
315100,Swannanoa-Eyreton,PEACOCK PLACE,All,3 or less,5.0,
315100,Swannanoa-Eyreton,SOUTH EYRE ROAD,All,14,7.6,105.9
315100,Swannanoa-Eyreton,TRAM ROAD,All,3 or less,10.0,
315100,Swannanoa-Eyreton,TWO CHAIN ROAD,All,4,7.5,30.0
315100,Swannanoa-Eyreton,WEST DENBIE LANE,All,5,9.0,45.0
315100,Swannanoa-Eyreton,WINTER ROAD,All,5,7.0,34.8
315200,Tuahiwi,BRAMLEYS ROAD,All,3 or less,9.3,
315200,Tuahiwi,DUNLOPS ROAD,All,3 or less,6.0,
315200,Tuahiwi,GEFKINS ROAD,All,3 or less,5.0,
315200,Tuahiwi,GREENS ROAD,All,3 or less,3.0,
315200,Tuahiwi,LINESIDE ROAD,All,3 or less,5.0,
315200,Tuahiwi,MARSH ROAD,All,3 or less,5.0,
315200,Tuahiwi,PA ROAD,All,3 or less,5.0,
315200,Tuahiwi,POWER ROAD,All,3 or less,8.0,
315200,Tuahiwi,REVELLS ROAD,All,3 or less,6.5,
315200,Tuahiwi,TE POUAPATUKI ROAD,All,3 or less,7.5,
315200,Tuahiwi,TOPITO ROAD,All,3 or less,7.5,
315200,Tuahiwi,TUAHIWI ROAD,All,10,5.6,56.3
315200,Tuahiwi,TURIWHAIA ROAD,All,3 or less,4.6,
315200,Tuahiwi,YOUNGS ROAD,All,3 or less,15.0,
315300,Woodend,BENJES PLACE,All,3 or less,3.7,
315300,Woodend,BOWIE DRIVE,All,3 or less,4.8,
315300,Woodend,BUNTING PLACE,All,3 or less,2.5,
315300,Woodend,CATCHPOLE PLACE,All,3 or less,4.7,
315300,Woodend,CHINNERYS ROAD,All,3 or less,1.6,
315300,Woodend,CLEAVER STREET,All,3 or less,10.0,
315300,Woodend,EDERS ROAD,All,3 or less,4.0,
315300,Woodend,FEARNE DRIVE,All,3 or less,4.1,
315300,Woodend,GIBBS DRIVE,All,3 or less,3.7,
315300,Woodend,GLADSTONE ROAD,All,3 or less,4.3,
315300,Woodend,GREENWOOD CLOSE,All,3 or less,8.7,
315300,Woodend,HEWITTS ROAD,All,3 or less,4.3,
315300,Woodend,HURIA LANE,All,3 or less,5.0,
315300,Woodend,JAMES DRIVE,All,3 or less,4.9,
315300,Woodend,JUDSONS ROAD,All,3 or less,1.8,
315300,Woodend,LACY GATE PLACE,All,3 or less,4.0,
315300,Woodend,LITTLES LANE,All,3 or less,3.3,
315300,Woodend,MAIN NORTH ROAD,All,9,5.3,48.0
315300,Woodend,MCQUILLAN AVENUE,All,4,6.1,24.2
315300,Woodend,PAGET DRIVE,All,3 or less,4.8,
315300,Woodend,PANCKHURST DRIVE,All,4,4.0,16.1
315300,Woodend,PARKINSON PLACE,All,3 or less,4.8,
315300,Woodend,PARSONAGE ROAD,All,5,5.6,27.9
315300,Woodend,PASCOE DRIVE,All,3 or less,5.0,
315300,Woodend,PETRIES ROAD,All,8,5.3,42.7
315300,Woodend,RANBY PLACE,All,3 or less,5.0,
315300,Woodend,RANGIORA WOODEND ROAD,All,5,5.8,29.0
315300,Woodend,STOPFORTH STREET,All,3 or less,3.6,
315300,Woodend,TARANAKI DRIVE,All,3 or less,4.0,
315300,Woodend,THE STABLES,All,3 or less,4.3,
315300,Woodend,THORNLEY PLACE,All,3 or less,4.8,
315300,Woodend,TURIWHAIA ROAD,All,3 or less,3.4,
315300,Woodend,WELSFORD STREET,All,4,3.9,15.7
315300,Woodend,WOODEND ROAD,All,5,4.2,21.2
315300,Woodend,WOODFIELD PLACE,All,3 or less,5.0,
315300,Woodend,WOODGLEN DRIVE,All,7,5.5,38.6
315400,Pegasus,ARAHURA ROAD,All,3 or less,3.3,
315400,Pegasus,AROHA STREET,All,3 or less,4.6,
315400,Pegasus,ATKINSONS LANE,All,7,8.3,58.0
315400,Pegasus,AWARUA ROAD,All,3 or less,5.0,
315400,Pegasus,AWATERE STREET,All,3 or less,4.6,
315400,Pegasus,BLACKADDER ROAD,All,3 or less,5.0,
315400,Pegasus,EDLIN LANE,All,3 or less,6.0,
315400,Pegasus,EYREWELL ROAD,All,3 or less,3.5,
315400,Pegasus,FORBES STREET,All,3 or less,7.5,
315400,Pegasus,GOSSETT LANE,All,3 or less,5.0,
315400,Pegasus,HAKATERE ROAD,All,4,4.6,18.4
315400,Pegasus,HAPUA LANE,All,3 or less,7.0,
315400,Pegasus,HIKURAKI STREET,All,3 or less,4.8,
315400,Pegasus,HODGKINSON ROAD,All,3 or less,5.0,
315400,Pegasus,HOROMAKA STREET,All,3 or less,4.0,
315400,Pegasus,INFINITY DRIVE,All,9,4.6,41.1
315400,Pegasus,JOVE DRIVE,All,3 or less,4.7,
315400,Pegasus,KAHURAKI DRIVE,All,8,6.1,49.2
315400,Pegasus,KAWAKAWA STREET,All,3 or less,5.7,
315400,Pegasus,KAWARI DRIVE,All,8,4.1,32.9
315400,Pegasus,KEWAI COURT,All,3 or less,4.5,
315400,Pegasus,KOKOPU STREET,All,3 or less,4.2,
315400,Pegasus,KUMARA STREET,All,3 or less,3.0,
315400,Pegasus,KUTA STREET,All,3 or less,5.0,
315400,Pegasus,LAKESIDE DRIVE,All,3 or less,4.6,
315400,Pegasus,MANUKA STREET,All,3 or less,5.0,
315400,Pegasus,MAPLEHAM DRIVE,All,5,8.5,42.3
315400,Pegasus,MARA-KAI PLACE,All,4,7.7,30.8
315400,Pegasus,MARANGAI DRIVE,All,5,4.2,20.9
315400,Pegasus,MARY ELLEN STREET,All,3 or less,5.0,
315400,Pegasus,MATAMATA QUAY,All,3 or less,4.6,
315400,Pegasus,MATARIKI LANE,All,3 or less,5.0,
315400,Pegasus,MEDUSA LANE,All,3 or less,5.0,
315400,Pegasus,MISKELL STREET,All,5,5.5,27.4
315400,Pegasus,MURFITT STREET,All,3 or less,5.0,
315400,Pegasus,NGA TUPUNA STREET,All,3 or less,4.3,
315400,Pegasus,PAHUA STREET,All,4,4.8,19.2
315400,Pegasus,PAKOHE STREET,All,3 or less,4.6,
315400,Pegasus,PAKURA STREET,All,3 or less,5.0,
315400,Pegasus,PEGASUS BOULEVARD,All,4,4.4,17.5
315400,Pegasus,PEGASUS MAIN STREET,All,7,4.8,33.7
315400,Pegasus,PIPI-WAI STREET,All,3 or less,2.0,
315400,Pegasus,PIPIRI STREET,All,3 or less,4.4,
315400,Pegasus,PURIRI STREET,All,3 or less,6.0,
315400,Pegasus,RAPAKI STREET,All,3 or less,4.3,
315400,Pegasus,SEAWARD STREET,All,3 or less,4.7,
315400,Pegasus,SOLANDER ROAD,All,3 or less,30.2,
315400,Pegasus,TAERUTU LANE,All,3 or less,5.0,
315400,Pegasus,TAHUNA STREET,All,3 or less,6.0,
315400,Pegasus,TANGIWAI STREET,All,3 or less,4.8,
315400,Pegasus,TANIWHA STREET,All,3 or less,4.0,
315400,Pegasus,TATA LANE,All,3 or less,4.6,
315400,Pegasus,TE HAUNUI LANE,All,5,10.0,49.8
315400,Pegasus,TE HURUNUI DRIVE,All,10,5.3,52.6
315400,Pegasus,TE KOHANGA DRIVE,All,9,6.9,62.0
315400,Pegasus,TE PAKIAKA ROAD,All,3 or less,5.0,
315400,Pegasus,TE WAIREWA STREET,All,3 or less,3.8,
315400,Pegasus,THE ESPLANADE,All,6,5.5,33.0
315400,Pegasus,TIRITIRI MOANA DRIVE,All,5,6.8,34.2
315400,Pegasus,TIRITIRI MOANA ROAD,All,3 or less,4.6,
315400,Pegasus,TOMMY STREET,All,3 or less,3.5,
315400,Pegasus,TUKA ROAD,All,3 or less,10.0,
315400,Pegasus,TURVEY STREET,All,3 or less,3.8,
315400,Pegasus,TUTAIPATU AVENUE,All,9,5.3,47.6
315400,Pegasus,TUTAIPATU STREET,All,3 or less,10.0,
315400,Pegasus,VITTORIA LANE,All,3 or less,1.5,
315400,Pegasus,WAIMARIE STREET,All,3 or less,7.8,
315400,Pegasus,WAITUNA STREET,All,3 or less,4.9,
315400,Pegasus,WHAKATIPU STREET,All,3 or less,6.0,
315400,Pegasus,WINSLOE STREET,All,3 or less,4.3,
315500,Clarkville,BURGESSES ROAD,All,3 or less,19.1,
315500,Clarkville,BUTCHERS ROAD,All,3 or less,5.0,
315500,Clarkville,CHRISTMAS ROAD,All,3 or less,5.0,
315500,Clarkville,DURELLS CRESCENT,All,3 or less,4.6,
315500,Clarkville,ELDERS ROAD,All,3 or less,5.0,
315500,Clarkville,GILES ROAD,All,5,5.2,25.9
315500,Clarkville,GREIGS ROAD,All,4,5.0,20.0
315500,Clarkville,HEYWARDS ROAD,All,6,8.3,50.0
315500,Clarkville,ISLAND ROAD,All,5,6.8,34.0
315500,Clarkville,JACKSONS ROAD,All,7,7.7,54.0
315500,Clarkville,JEFFS DRAIN ROAD,All,3 or less,5.5,
315500,Clarkville,MABERS ROAD,All,3 or less,2.2,
315500,Clarkville,MADELEYS ROAD,All,3 or less,5.0,
315500,Clarkville,MILL ROAD,All,7,6.3,44.4
315500,Clarkville,MILLBROOK LANE,All,3 or less,12.0,
315500,Clarkville,MILLCROFT LANE,All,3 or less,15.0,
315500,Clarkville,NEEVES ROAD,All,3 or less,12.5,
315500,Clarkville,ORCHARD PLACE,All,5,11.3,56.3
315500,Clarkville,RADDENS ROAD,All,3 or less,11.5,
315500,Clarkville,SOUTH EYRE ROAD,All,3 or less,4.7,
315500,Clarkville,THRELKELDS ROAD,All,3 or less,4.6,
315500,Clarkville,TRAM ROAD,All,6,5.6,33.8
315600,Pegasus Bay,BARKERS ROAD,All,3 or less,5.0,
315600,Pegasus Bay,BATTEN GROVE,All,3 or less,3.8,
315600,Pegasus Bay,CHICHESTER STREET,All,3 or less,5.0,
315600,Pegasus Bay,COPPER BEECH ROAD,All,3 or less,13.5,
315600,Pegasus Bay,DUNNS AVENUE,All,5,3.8,19.2
315600,Pegasus Bay,EVERGREEN DRIVE,All,4,10.0,40.0
315600,Pegasus Bay,FEATHERSTONE AVENUE,All,3 or less,5.0,
315600,Pegasus Bay,FERRY ROAD,All,3 or less,6.0,
315600,Pegasus Bay,FULLERS ROAD,All,3 or less,5.0,
315600,Pegasus Bay,GLADSTONE ROAD,All,3 or less,4.1,
315600,Pegasus Bay,KAIN STREET,All,3 or less,5.0,
315600,Pegasus Bay,MCGARRY DRIVE,All,3 or less,3.8,
315600,Pegasus Bay,RINALDI AVENUE,All,3 or less,3.0,
315600,Pegasus Bay,SANDHILL ROAD,All,3 or less,8.2,
315600,Pegasus Bay,STALKERS ROAD,All,3 or less,5.0,
315600,Pegasus Bay,WOODEND BEACH ROAD,All,3 or less,6.7,
315700,Kaiapoi North West,BRACEBRIDGE STREET,All,3 or less,9.0,
315700,Kaiapoi North West,CAM ROAD,All,3 or less,5.0,
315700,Kaiapoi North West,CHARLES STREET,All,3 or less,3.9,
315700,Kaiapoi North West,COUPS TERRACE,All,3 or less,5.0,
315700,Kaiapoi North West,CRIDLAND STREET EAST,All,3 or less,5.0,
315700,Kaiapoi North West,CRIDLAND STREET WEST,All,3 or less,4.2,
315700,Kaiapoi North West,DALE STREET,All,3 or less,4.1,
315700,Kaiapoi North West,GRAY CRESCENT,All,3 or less,4.0,
315700,Kaiapoi North West,HAKARAU ROAD,All,3 or less,95.0,
315700,Kaiapoi North West,KANUKA PLACE,All,3 or less,4.6,
315700,Kaiapoi North West,LAUREL LANE,All,3 or less,5.0,
315700,Kaiapoi North West,LOWER CAMSIDE ROAD,All,3 or less,6.5,
315700,Kaiapoi North West,NGAIO LANE,All,3 or less,10.0,
315700,Kaiapoi North West,OLD NORTH ROAD,All,3 or less,7.5,
315700,Kaiapoi North West,RAVEN STREET NORTH,All,3 or less,4.6,
315700,Kaiapoi North West,SEWELL STREET,All,3 or less,5.0,
315700,Kaiapoi North West,SIMS ROAD,All,3 or less,3.7,
315700,Kaiapoi North West,TUNAS STREET,All,3 or less,5.0,
315700,Kaiapoi North West,WILLIAMS STREET,All,3 or less,4.0,
315800,Silverstream (Waimakariri District),BARNARD STREET,All,3 or less,4.9,
315800,Silverstream (Waimakariri District),BASTINGS STREET,All,3 or less,5.0,
315800,Silverstream (Waimakariri District),BATCHELOR PLACE,All,3 or less,4.8,
315800,Silverstream (Waimakariri District),BATE PLACE,All,3 or less,4.3,
315800,Silverstream (Waimakariri District),CANDY CRESCENT,All,3 or less,4.9,
315800,Silverstream (Waimakariri District),CLELAND CRESCENT,All,3 or less,4.8,
315800,Silverstream (Waimakariri District),DURELLS CRESCENT,All,3 or less,2.9,
315800,Silverstream (Waimakariri District),FOOTBRIDGE TERRACE,All,5,4.0,20.0
315800,Silverstream (Waimakariri District),FRIESIAN CRESCENT,All,3 or less,7.5,
315800,Silverstream (Waimakariri District),GEERING PLACE,All,3 or less,2.1,
315800,Silverstream (Waimakariri District),HEWLINGS STREET,All,3 or less,3.7,
315800,Silverstream (Waimakariri District),ISLAND ROAD,All,3 or less,36.7,
315800,Silverstream (Waimakariri District),JOSLEN WAY,All,3 or less,4.8,
315800,Silverstream (Waimakariri District),LOCK CRESCENT,All,6,4.4,26.6
315800,Silverstream (Waimakariri District),MONTAGUE PLACE,All,3 or less,4.5,
315800,Silverstream (Waimakariri District),NORRIE WAY,All,3 or less,6.0,
315800,Silverstream (Waimakariri District),PEAK CRESCENT,All,3 or less,4.6,
315800,Silverstream (Waimakariri District),PENNEY AVENUE,All,3 or less,5.0,
315800,Silverstream (Waimakariri District),RAHME CRESCENT,All,3 or less,5.2,
315800,Silverstream (Waimakariri District),ROBB PLACE,All,3 or less,5.0,
315800,Silverstream (Waimakariri District),SILVERSTREAM BOULEVARD,All,3 or less,4.0,
315800,Silverstream (Waimakariri District),STORER STREET,All,3 or less,3.4,
315800,Silverstream (Waimakariri District),STREAMSIDE TERRACE,All,3 or less,3.7,
315800,Silverstream (Waimakariri District),TYSON CRESCENT,All,3 or less,5.0,
315900,Sovereign Palms,ADAMS STREET,All,3 or less,3.0,
315900,Sovereign Palms,ALLISON CRESCENT,All,12,5.4,64.7
315900,Sovereign Palms,ANSEL PLACE,All,3 or less,4.7,
315900,Sovereign Palms,BALLINGER PLACE,All,7,4.4,30.8
315900,Sovereign Palms,BAYLISS DRIVE,All,14,4.5,62.4
315900,Sovereign Palms,BEACHVALE DRIVE,All,11,4.7,52.0
315900,Sovereign Palms,BISHOP STREET,All,3 or less,5.0,
315900,Sovereign Palms,BLACKBURN STREET,All,7,4.2,29.6
315900,Sovereign Palms,BLAIR PLACE,All,7,5.1,35.4
315900,Sovereign Palms,BROCKELBANK DRIVE,All,5,4.9,24.5
315900,Sovereign Palms,CHESTER STREET,All,4,8.2,32.8
315900,Sovereign Palms,CRAMPTON CLOSE,All,3 or less,4.5,
315900,Sovereign Palms,DEMPSEY STREET,All,3 or less,7.5,
315900,Sovereign Palms,DONALD LANE,All,3 or less,10.0,
315900,Sovereign Palms,FERGUS STREET,All,3 or less,4.4,
315900,Sovereign Palms,FOXTON DRIVE,All,5,5.3,26.6
315900,Sovereign Palms,GILCHRIST PLACE,All,3 or less,4.0,
315900,Sovereign Palms,HENEY STREET,All,3 or less,4.6,
315900,Sovereign Palms,ISA LEI ROAD,All,3 or less,5.5,
315900,Sovereign Palms,ISA-LEI ROAD,All,3 or less,4.6,
315900,Sovereign Palms,JOHNSON STREET,All,3 or less,4.3,
315900,Sovereign Palms,JORDAN STREET,All,4,4.7,18.7
315900,Sovereign Palms,KEMP LANE,All,3 or less,6.5,
315900,Sovereign Palms,KENNY LANE,All,3 or less,4.5,
315900,Sovereign Palms,LEES ROAD,All,3 or less,3.5,
315900,Sovereign Palms,LILIAN STREET,All,5,5.6,28.0
315900,Sovereign Palms,MAGNATE DRIVE,All,4,5.0,20.0
315900,Sovereign Palms,MAGNOLIA BOULEVARD,All,3 or less,5.0,
315900,Sovereign Palms,MONARCH BOULEVARD,All,5,4.1,20.6
315900,Sovereign Palms,NGAHAU STREET,All,3 or less,5.0,
315900,Sovereign Palms,PAROTO STREET,All,3 or less,5.0,
315900,Sovereign Palms,PENDER STREET,All,3 or less,5.0,
315900,Sovereign Palms,RANGINUI DRIVE,All,3 or less,5.0,
315900,Sovereign Palms,RAPLEY STREET,All,3 or less,4.9,
315900,Sovereign Palms,RICE STREET,All,3 or less,4.5,
315900,Sovereign Palms,SINCOCK PLACE,All,8,5.9,47.3
315900,Sovereign Palms,SOVEREIGN BOULEVARD,All,14,4.8,66.8
315900,Sovereign Palms,STARK PLACE,All,3 or less,5.0,
315900,Sovereign Palms,STERLING CRESCENT,All,17,4.9,82.8
315900,Sovereign Palms,SUTHERLAND DRIVE,All,13,5.9,77.1
315900,Sovereign Palms,TUHOE AVENUE,All,3 or less,6.7,
315900,Sovereign Palms,WAIOTAHI ROAD,All,3 or less,7.3,
315900,Sovereign Palms,WAKEMAN WAY,All,10,4.5,45.5
315900,Sovereign Palms,WEARING PLACE,All,3 or less,6.0,
315900,Sovereign Palms,WILLIAMS STREET,All,7,4.2,29.3
315900,Sovereign Palms,WOOTTON PLACE,All,6,4.7,28.4
315900,Sovereign Palms,WYATT STREET,All,4,4.8,19.3
315900,Sovereign Palms,YELLOWLEES DRIVE,All,3 or less,3.4,
316000,Kaiapoi West,CHAPMAN PLACE,All,3 or less,4.6,
316000,Kaiapoi West,CRESSY AVENUE,All,3 or less,3.2,
316000,Kaiapoi West,EPWORTH STREET,All,3 or less,5.0,
316000,Kaiapoi West,ISLAND ROAD,All,3 or less,3.8,
316000,Kaiapoi West,KYNNERSLEY STREET,All,3 or less,2.0,
316000,Kaiapoi West,OTAKI STREET,All,5,3.8,19.0
316000,Kaiapoi West,SNEYD STREET,All,3 or less,2.6,
316000,Kaiapoi West,WESLEY STREET,All,5,4.3,21.6
316000,Kaiapoi West,WHITEFIELD STREET,All,4,5.6,22.4
316100,Kaiapoi Central,AKAROA STREET,All,3 or less,5.0,
316100,Kaiapoi Central,BROOM STREET,All,3 or less,4.6,
316100,Kaiapoi Central,CHARTERS STREET,All,5,4.8,24.2
316100,Kaiapoi Central,COUNIHAN PLACE,All,3 or less,4.3,
316100,Kaiapoi Central,COURTENAY DRIVE,All,3 or less,5.0,
316100,Kaiapoi Central,DAWSON DOUGLAS PLACE,All,3 or less,4.0,
316100,Kaiapoi Central,EVANS PLACE,All,3 or less,4.8,
316100,Kaiapoi Central,FULLER STREET,All,3 or less,4.0,
316100,Kaiapoi Central,HILLS STREET,All,3 or less,3.5,
316100,Kaiapoi Central,HILTON STREET,All,3 or less,8.0,
316100,Kaiapoi Central,HUGH STREET,All,3 or less,5.0,
316100,Kaiapoi Central,KAIKANUI STREET,All,3 or less,4.6,
316100,Kaiapoi Central,OHOKA ROAD,All,3 or less,3.7,
316100,Kaiapoi Central,OTAKI STREET,All,3 or less,4.9,
316100,Kaiapoi Central,PERAKI STREET,All,3 or less,4.6,
316100,Kaiapoi Central,PORTER PLACE,All,3 or less,3.3,
316100,Kaiapoi Central,RICH STREET,All,3 or less,10.0,
316100,Kaiapoi Central,WILLIAMS STREET,All,7,34.1,239.0
316100,Kaiapoi Central,WILLOCK STREET,All,3 or less,1.5,
316100,Kaiapoi Central,WYBER PLACE,All,3 or less,4.4,
316200,Kaiapoi South,ASHBY GROVE,All,3 or less,3.1,
316200,Kaiapoi South,BELCHER STREET,All,3 or less,5.0,
316200,Kaiapoi South,BLAKELEY PLACE,All,3 or less,3.5,
